,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://ремонтэлектронныхсигарет.РФ,,,,,,,,,,,
0,http://www.nhl.ru,reclama@nhl.ru,,,,,,,территория НХЛ,,,
0,http://www.dfl.org.ru/,dfl-rgo@mail.ru,8 800 550-15-20,http://vk.com/dfl_russia,http://instagram.com/dfl_russia,https://www.facebook.com/dfliga, https://sun1-18.userapi.com/c844418/v844418603/448fe/fKHcmlYm5bQ.jpg?ava=1,http://www.dfl.org.ru/competitions/schedule/,Детская футбольная лига - Главная страница,http://www.gudok.ru/,,
0,http://www.printo-graf.ru,info@printo-graf.ru,+7(495) 228-18-75,https://vk.com/printo.graf,https://www.instagram.com/printograf/,https://www.facebook.com/printo-grafru-461075610757338/, https://sun9-20.userapi.com/c841131/v841131355/704/bG6X4onDxUQ.jpg?ava=1,,Принто-граф — Типография в москве,,"улица Черняховского, 4",Аэропорт
0,http://www.hcsgm.com,vds@timeweb.ru,,,,,,,Этот домен припаркован компанией Timeweb,,,
0,http://hockey-chm.ru,info@hockey-chm.ru,+7 (495) 642-30-87,https://vk.com/hockey_chm,https://instagram.com/hockey_chm?utm_source=ig_profile_share&igshid=1t5hmix81hzde,https://www.facebook.com/Центр-Хоккейного-Мастерства-1450481075091636/?modal=composer, https://sun9-38.userapi.com/c837120/v837120147/382ea/2VBswlbiLCY.jpg?ava=1,,Главная,,"Строительный проезд, 7Ак18, Москва",
0,http://www.bangikarai.ru.gg,,,,,,https://theme.webme.com/designs/musik/screen.jpg,,WELCOME In the SITE of ORDERS FOR SERVICE of COMPUTER TECHNICS - Старт,,,
0,http://www.goldybox.narod.ru,info@reg.ru,8-800-555-34-78,,,,,,"щенки боксера, питомник боксеров Голдибокс,Боксер немецкий,собака боксер г.Москва, боксера щенки, щенки немецкого боксера, клуб боксеров, боксер клуб,продажа, собака, щенки немецких боксеров, порода немецкий боксер, boxer, german boxer, FCI kennel G O L D Y B O X - BOXERS",,,
0,http://www.artdanceclub.ru,,,,,,,,Блокировка сервера,,,
0,http://www.kubokmira.com,etk@joma-russia.com,+7 (929) 520-99-37,http://vk.com/duckprint,,, ,,Официальный сайт Объединения Физкультурников и Спортсменов,,,
0,http://www.nhlc.ru,,,,,,,,,,,
0,http://burevestnik-sport.narod.ru/,,,,,,,,"Городской Спортивный Клуб ""БУРЕВЕСТНИК""",,,
0,http://www.sportgymnastics.ru/,,,,,,,,,,,
0,http://www.хер.ру,,,,,,,,,,,
0,http://twinhop.ru,,,,,,,,,,,
0,http://hipshopping.ru,,,,,,,,,,,
0,http://club33229752,,,,,,,,,,,
0,http://www.balletclass.ru,natamiki44@mail.ru,8 (903) 173 76 96,,,,,,Балет для всех. Занятия балетом для взрослых. Балет для начинающих в группах и индивидуально.,,,
0,http://acrotrampoline.ucoz.ru/,,,,,,,,,,,
0,http://clubsambo70.com,,,,,,,,,,,
0,http://forum.wsdance.com/,,,,,,,,,,,
0,http://football.msu.ru,mail@sportmsu.ru,+7(903)961-99-04,https://vk.com/msufootball,https://www.instagram.com/msuchamp/,, https://sun9-5.userapi.com/c852020/v852020179/1ad45f/OZtaWGftHvs.jpg?ava=1,http://football.msu.ru/tournament/52/calendar?all=0,Футбольное сообщество МГУ,,"Ленинские горы, МГУ",Университет
0,http://lhl-77.ru/,lhl-77@mail.ru,+7 (926)495-48-44,https://vk.com/grizzlyhockey,https://instagram.com/lhl_77,https://www.facebook.com/77LHL, https://sun1-23.userapi.com/c858532/v858532515/a34fa/IpucNvJhK3Q.jpg?ava=1,https://lhl-77.ru/nschedule_of_games/,"Любительская Хоккейная Лига ""ЛХЛ-77""",,,
0,http://rugby-slava.ru,info@rugby.ru,+7 (499) 978-70-19,https://vk.com/rugbyslava,https://www.instagram.com/slavarugby/,,http://rugby-slava.ru/wp-content/uploads/2020/04/Sergej-Popov-zhurnal-400x200.jpg https://sun9-34.userapi.com/c852228/v852228112/9983a/PpqgcokcDYY.jpg?ava=1,,Официальный сайт регби-клуба Слава (Москва).,,,
0,http://borba-v-rudn.umi.ru/,,,,,,,,,,,
0,http://www.BoxTrener.ru,,,,,,,,,,,
0,http://www.rg-mirol.com/,rgmirol@gmail.com,+7 (926) 341-06-60,,https://instagram.com/wix/,,"https://static.wixstatic.com/media/dca6e8_26e16419a65a4f4990e5ee230bfdb508~mv2_d_4000_2880_s_4_2.png/v1/fill/w_4000,h_2880,al_c/dca6e8_26e16419a65a4f4990e5ee230bfdb508~mv2_d_4000_2880_s_4_2.png",,"КХГ ""Мироль"" I Художественная гимнастика в Ново-Переделкино",,,
0,http://10dance.info,10dance@inbox.ru,+7 (499) 390 94 04,https://vk.com/tsk10dance,https://www.instagram.com/professional_dance_studio10/,https://www.facebook.com/10dance.info/, https://sun9-2.userapi.com/c637627/v637627017/3af15/RVj81NTmr7U.jpg?ava=1,,"Спортивные бальные танцы,постановка свадебного танца",,сталеваров 30,
0,http://www.rhschool.ru/,,,,,,https://cp.beget.com/img/octo/octo_error.png,,Домен не прилинкован ни к одной из директорий на сервере!,,,
0,http://www.krasnyugolok.ru,,,,,,,,,,,
0,http://royalsiambox.com,,,,,,,,,,,
0,http://www.cvipt.ru,,,,,,,,,,,
0,http://fcstuttgart.com/,,,,,,,,,,,
0,http://www.lowadi.ru,info@owlient.eu,0855588-14-14,,https://instagram.com/howrse_official/,http://www.facebook.com/Howrse,https://www.lowadi.com/media/equideo/image/marketing/deco/mobile-lowadi.png,,Разводите лошадей и управляйте конноспортивным комплексом - Лоwади,,,
0,http://www.podolskvideo.ru,,,,,,,,,,,
0,http://fightforlive.rolebb.ru/,,,,,,,,Борьба за выживание,,,
0,http://нет,,,,,,,,,,,
