,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://МгновенияСпорта.рф,napsport@yandex.ru,8 (800) 201-42-18,,,,http://xn--80adcjpuicgeknkr4q.xn--p1ai/uploads/jdi.png,,Мгновения-Спорта.РФ,,,
0,http://VSVSVSVSVSVSVSVSVSVSVSVSVSVSVS,,,,,,,,,,,
0,http://движениевверх.рф,info@dvverh.ru,+7 499-754-54-34,https://vk.com/dvacademy,https://www.instagram.com/dv.academy/,, https://sun9-12.userapi.com/c857016/v857016547/65e10/jJAEi5LdINw.jpg?ava=1,,Баскетбольная академия Движение вверх,,,
0,http://www.hockey-video.ru/,,,,,,,,,,,
0,http://footfanshop.ru,,,,,,,,,,,
0,http://dmsh-69@mail.ru,,,,,,,,,,,
0,http://myboxing-club.ru,trainer@myboxing-club.ru,+7 915 465-35-97,,,,http://myboxing-club.ru/wp-content/uploads/2017/08/cropped-.jpg,http://myboxing-club.ru/schedule/,,,,
0,http://blackboxtuners.ru,6f05862e40154a9d8e3c0340bccbab65@sentry.io,,,,,,,Сайт надёжно припаркован и ожидает открытия,,,
0,http://www.fscolympic.ru,domains@dra.ru,+7-812-309-51-01,,,,,,Домены - Веб-студия DRA.RU,,,
0,http://american-football.ru,american.football.ru@gmail.com,8 (097) 357-90-97,http://vk.com/american_football_ru,,,https://american-football.ru/wp-content/cache/thumb/d53c5a5d4_188x141.jpg https://sun9-63.userapi.com/c623425/v623425816/1477c/TmMXDLsgQvM.jpg?ava=1,,"Американский футбол в России, Украине, Беларуси",,"Американский футбол в России, Украине, Беларуси",
0,http://www.jetdance.ru/,,,,,,,,,,,
0,http://fcmos.pro,info@fcmos.pro,+7 (495) 409-71-79,http://vk.com/fcmos_pro,http://instagram.com/fcmos.pro,http://facebook.com/Детская-Футбольная-ШКОЛА-1232379906854732, https://sun9-61.userapi.com/c604831/v604831828/2d4cf/nR0seovFfVw.jpg?ava=1,,"ФК ""Москва"" — Детская футбольная школа при Московской федерации футбола. Футбольные тренировки для детей. Футбольная секция.",,"ФК ""Москва"" - детская футбольная школа",
0,http://www.баскетбольная-форма.su,,,,,,,,Главная - Интернет-магазин баскетбольной формы НБА,,,
0,http://dubrovka.belikepro.ru/?utm_source=vkontakte,ermilova@belikepro.ru,8495181-24-54,https://vk.com/be_like_pro?m=86,https://www.instagram.com/belikepro/,https://www.facebook.com/belikepro?fref=ts, ,http://belikepro.ru/raspisanie/,Дубровка,,,
0,http://quiz.footballclub-talant.ru,,,,,,,,,,,
0,http://ВамИгрушка.рф,,+7 (495) 795-96-99,,,,,,ВамИгрушка.рф - магазин настольных игр,,,
0,http://dancefirst.ru/hastl-prospekt-mira,,,,,,,,,,,
0,http://www.sport-nardy.com/new/school.php?id=117,,,,,,,,,,,
0,http://footlesaygoods@gmail.com,,,,,,,,,,,
0,http://sportsmen.pro,,,,,,,,,,,
0,http://www.sharupich.com/,,,,,,,,,,,
0,http://msu-boxing.ru/,,,,,,,,MSU Boxing Team :: Бокс в МГУ :: Бокс в МГУ,,,
0,http://не скажу,,,,,,,,,,,
0,http://artbaggage.printdirect.ru/,ymark-88x38@2.png,,,,,,,ShirtsBirds T-Shirts Футболки с принтом,,,
0,http://www.hofl.ru,hunters_of_light@mail.ru,,https://vk.com/id13824478,https://www.instagram.com/hunters_of_light/?hl=ru,https://www.facebook.com/valent.z, ,,,,,
0,http://yourwear.ru/,,,,,,,,,,,
0,http://www.sambo-msu.ru,mail@sportmsu.ru,+7(495)938-21-39,,,,,,Самбо МГУ: sambo-msu.ru,,,
0,http://garden-box.ru,,,,,,,,,,,
0,http://boxclubg.ru/,,,,,,,,,,,
0,http://www.clasdance.com,,,http://vk.com/clasdance,http://instagram.com/clasdance/,https://www.facebook.com/classicdance, https://sun9-65.userapi.com/c622019/v622019132/e97c/UnCWCIKSf-A.jpg?ava=1,,Школа танцев | уроки балета | балет Москва | хореография | танец,http://ok.ru/group/54831979823125,Волгоградский проспект 32 стр 4,
0,http://www.PeopleChess.ru,,,,,,,,Index of /,,,
0,http://votprikid.ru/,info@votprikid.ru,+7(495)108-03-91,,,,https://votprikid.ru:443/image/catalog/glavnaya/polo-2.png,,Печать на футболках от 15 минут в Москве - нанесение принта на футболке на заказ от 1 шт.,,,
0,http://www.sambo-mifi.ru,sambo@sambo.ru,+7 (499) 557-04-46,,,,http://www.sambo-mifi.ru/uploads/posts/2017-12/thumbs/1512497424_8.jpg,,Клуб Юность Москвы по самбо,,,
0,http://rugby-mephi.msk.ru/forum/viewforum.php?f=7,,,,,,,,,,,
0,http://www.khl.ru-www.FHR.ru,,,,,,,,,,,
0,http://visions-dance.ru,visions-dance@ya.ru,+7 903 201-54-55,http://vk.com/visions.show,https://www.instagram.com/visions.show/,, https://sun9-8.userapi.com/c11495/g17700879/d_6f2de0e4.jpg?ava=1,,Шоу Балет | Главная,,,
0,http://tj-box.ru,,,,,,,,,,,
0,http://android-tv-pristavka.ru/,,,,,,,,,,,
0,http://www.newizv.ru/society/2014-10-30/209786-nevidimyj-vrag.html,taranov@newizv.ru,+7 (495) 640-25-53,http://vk.com/newizvestya,,http://www.facebook.com/newizv,https://newizv.ru/attachments/b1e91b49b4830a54051119ddb2afa3ada61f89be/store/limit/700/393/95/1e33533c11ac133e47eea9f569e9f3f67b364873914502f88c94916b6eb2/20141029223748_2.jpg https://sun9-35.userapi.com/c844417/v844417721/182fd/9rw-SJsWR2I.jpg?ava=1,https://newizv.ru/news/society/23-04-2020/vlasti-ne-namereny-sderzhivat-tseny-na-produkty,Невидимый враг,https://ok.ru/newizv,,
0,https://vag.moscow/,,,,,,,,,,,
0,http://www.BoxTrener.ru,,,,,,,,,,,
0,https://sport4you.one,,,,,,,,,,,
0,http://terball.ru,inbox@terball.ru,+7 495 055-19-81,https://vk.com/terball,https://www.instagram.com/terball.ru/,https://www.facebook.com/terball.ru,https://terball.ru/sites/default/files/styles/image-400/public/gallery/1.jpg?itok=vxKwURz5 https://sun9-61.userapi.com/c840439/v840439751/6b3c6/S-moU0IWj14.jpg?ava=1,https://terball.ru:443/calendar,,,"Москва, ул. Шарикоподшипниковская, 13 стр. 24",Дубровка
0,http://www.renardance.ru/,renardance@mail.ru,+7 (926) 497-03-21,,https://www.instagram.com/renar.dance/,https://www.facebook.com/renardance.ru/,http://www.renardance.ru/photo/ballet/ballet_3_1_s.jpg,,Школа танцев RenarDance в Москве,,,
0,http://Vratarka.NET,,,http://vk.com/vratarka,https://www.instagram.com/vratarka_net/,, ,,Ремонт хоккейной экипировки,,,
0,http://hustle-sa.ru/,,+7 495 542-73-72,,,,,http://hustle-sa.ru/forum/index.php?s=4b7b027362943d286c151387c7e0b1f3&act=calendar,Форум АСХ,,,
0,https://www.hockeyinheart.com/,hockeyinheart@gmail.com,+7 925 176-92-16,https://vk.com/hockey_games,https://www.instagram.com/hockey_in_heart/,, https://sun9-38.userapi.com/c856020/v856020719/e8de4/ltUypZ1vT6U.jpg?ava=1,,Хоккей в Сердце,,,
0,http://www.cvipt.ru,,,,,,,,,,,
0,http://www.11x11.ru/?ref=14900,info@in-artist.ru,,,,,,,,,,
0,http://www/ytne/ry,,,,,,,,,,,
