,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://ars-gym.com,,,,,,,,,,,
0,http://moscow.ilovebasket.ru/team/?id=10926&compId=20766&tab=0,info@ilovebasket.ru,+7 903 254 65 30,https://vk.com/mlblbasket,https://www.instagram.com/mlblbasket/,,http://moscow.ilovebasket.ru/Files/Projects/cun2kkyf.png https://sun9-66.userapi.com/c624618/v624618727/237da/RiIMWj8d-hQ.jpg?ava=1,http://moscow.ilovebasket.ru/schedule,Страница не найдена / МЛБЛ-Москва / Чемпионат Москвы по баскетболу среди любительских команд,,,
0,http://www.totalfootball.ru,,,,,,,,,,,
0,http://box23-9.ru/,,,,,,,,,,,
0,http://К сожелению у нас его нет((((((((,,,,,,,,,,,
0,http://www.gdepoigrat.ru/,press@gdepoigrat.ru,8 967-187-14-37,,,,,http://barackclub.ru/calendar-yoga-fryazino-schelcovo.html,Поиграть в футбол волейбол хоккей баскетбол || Где поиграть gdepoigrat.ru || В ЛЮБОМ ГОРОДЕ страны в Москве в Санкт-Петербурге.,,,
0,http://stb-shop.ru,vds@timeweb.ru,,,,,,,Этот домен припаркован компанией Timeweb,,,
0,http://grandboxes.2005@gmail.com,,,,,,,,,,,
0,http://www.blizzshot.ru/,info@blizzshot.ru,+7(926)111-11-11,,,,,,Магазин свитшотов,,,
0,http://bc-storm.ru/,info@reg.ru,8-800-555-34-78,,,,,,Истёк срок регистрации домена,,,
0,http://юныйармеец.рф,,,,,,,,,,,
0,http://www.fly-camp.ru,,,,,,,,,,,
0,http://www.11x11.ru/?ref=85492,info@in-artist.ru,,,,,,,,,,
0,http://www.varyagclub.ru,,,,,,,,,,,
0,http://h-d-v.ru,,,,,,,,,,,
0,http://www.redboxco.ru,parnas@redboxco.ru,+7 (495) 640-10-01,,,,http://redboxco.ru/themes/redbox/images/logo-share-vk.png,,RED BOX CO. Индивидуальное хранение – современное и эффективное решение проблемы хранения личных вещей,,,
0,http://bis-land.ru/; http://www.bikbaevdima.com/,,,,,,,,,,,
0,https://clck.ru/MuNjW,,,,,,,,,,,
0,http://11x11.ru/?ref=1808048,info@in-artist.ru,,,,,,,,,,
0,http://ofmanager.net,admin@ofmanager.net,,,,,,,Главная|Online Football Manager(OFM) - Футбольный онлайн менеджер,,,
0,http://basketboll.com,,,,,,,,,,,
0,http://tlgg.ru/kitai_device_bot,,,,,,,,,,,
0,http://findsport.ru/section/volleyball/svobodnye_igry_v_voleybol_ot_ball_club_dlya_odnogo_1050,,,,,,,,,,,
0,http://www.webhl.ru,,,,,,,,403 Forbidden,,,
0,http://www.boxform.ru,info@reg.ru,8-800-555-34-78,,,,,,Истёк срок регистрации домена,,,
0,http://www.shakhtar.com,,,,,,,,,,,
0,http://www.hockeyplus.pro,,,,,,,,,,,
0,http://mhl.khl.ru/,,,,,,,,,,,
0,http://boxing-academy.ru,info@boxing-academy.ru,+7 (495) 740-81-80,https://vk.com/public26634798,https://www.instagram.com/boxing_academy/,https://www.facebook.com/boxingacademy.ru/, ,https://boxing-academy.ru:443/schedule/,"Боксерский клуб, лучший зал бокса и единоборств - Академия Бокса",,,
0,http://gubkin.ru,ost@gubkin.ru,8 (499) 507-80-83,https://vk.com/gubkin.university,https://instagram.com/gubkin.university/,https://www.facebook.com/Gubkin.University, https://sun9-59.userapi.com/c858032/v858032055/18cd6d/ZChwxx6sSSo.jpg?ava=1,https://lk.gubkin.ru/schedule/,РГУ нефти и газа (НИУ) имени И.М. Губкина,,РГУ нефти и газа (НИУ) имени И.М. Губкина,
0,http://mmbasket.narоd.ru,,,,,,,,,,,
0,http://в стадии разработки,,,,,,,,,,,
0,http://www.smotri-futbol.ucoz.ru/,,,,,,,,,,,
0,https://kopirka.ru/uslugi/suvenirnaya-produktsiya/foto-na-futbolke/,buh-spb@kopirka.ru,+7 (987) 654-32-10,https://vk.com/kopirkaru,https://www.instagram.com/kopirka_msk/,https://www.facebook.com/kopirkaru/, https://sun9-31.userapi.com/c849036/v849036943/1701c0/cs3Hz80Y4C0.jpg?ava=1,https://kopirka.ru/catalog/raspisanie-zanyatiy-onlayn/,Печать фото на футболках. 100% хлопок. Онлайн • Копирка,,Копирка - сеть копировальных центров,
0,http://mirsnovedeniy.tiu.ru/,support@tiu.ru,8 (800) 555 50 53,,,,,,"""""Мир снов"""" - контакты, товары, услуги, цены",,,
0,http://www.11x11.ru/?ref=902900,info@in-artist.ru,,,,,,,,,,
0,http://f-butik.ru/,info@advcreative.ru,+7 (985) 897-33-11,https://vk.com/futbolky3d,,https://www.facebook.com/Неофициальное-сообщество-Чемпионата-мира-по-футболу-2018-в-России-613565608670311/, https://sun9-47.userapi.com/c840335/v840335417/590dc/6MsugCQKgzc.jpg?ava=1,,Одежда с 3D-принтами,,Футболки с 3D-принтами,
0,http://boxik.net,support@boxik.net,,,,,https://www.boxik.net/wp-content/uploads/2020/03/apple-1868496_640-250x200.png,,Situs Teknologi Update Terlengkap Masa Kini,,,
0,http://rtbf.ru,,,,,,,,,,,
0,http://www.moscow-basket.ru/,,,,,,,,,,,
0,http://id134009768club,,,,,,,,,,,
0,http://ya-mayka.com,Rating@Mail.ru,+7 (495) 971-59-53,http://vk.com/club94585892,http://instagram.com/provokasia/,https://www.facebook.com/profile.php?id=100009554202556,http://ya-mayka.com/uploads/fcke/111.png https://sun9-54.userapi.com/c633628/v633628315/2491a/uKUJzw8FcE0.jpg?ava=1,,Я-майка. Печать на футболках и кружках.,,Вернадского пр. дом 6,
0,http://table-hockey.ru,,,,,,,,Настольный хоккей STIGA,,,
0,http://WWW.BATS.RU,bda@bats.ru,8-800-777-70-90,https://vk.com/public122005236,,https://www.facebook.com/oooBATS/,http://bats.ru/upload/iblock/e29/e298da0e78a294105ffccde687035338.jpg ,,ООО «БАТС» - Техника. Сервис. Запчасти.,,,
0,http://setinbox.com/,,,,,,,,,,,
0,http://www.championshockeyleague.com,,,,,,,,,,,
0,http://www.nextgame.guru,,,,,,http://i.cdnpark.com/themes/registrar/images/logo_namecheap.png,,nextgame.guru - Registered at Namecheap.com,,,
0,http://www.vvkz.ru/,,,,,,,,,,,
0,http://worldnba.ucoz.ru/,,,,,,,,,,,
0,http://www.royjonesjr.ru,password@nic.ru,+7 495 737-06-01,,,,,,,,,
0,http://www.vostryakovo.com,,,,,,,,,,,
0,http://www.tdbullit.ru,,,,,,,,,,,
0,http://championat-football.ru,Rating@Mail.ru,+7(495)374-65-67,,,,,,Футбольные матчи 2019-2020 - расписание и заказ билетов на футбол в Москве,,,
0,https://www.drive2.ru/users/service-man/#blog,,,,,,,,,,,
0,http://sportfort.ru/ShTILJ   http://www.volleymsk.ru/ap/team.php?id=492,,,,,,,,,,,
