,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://msu-waterpolo.livejournal.com/,user@example.com,9130028 11 20,https://vk.com/eurogamesbaku2015,,, https://vk.com/images/community_200.png?ava=1,https://msu-waterpolo.livejournal.com/calendar,Водное поло России Water polo women Russia,,,
0,http://football-mipt.ru/,org@football-mipt.ru,8 800 550 79 84,https://vk.com/footballmipt,https://www.instagram.com/footballmipt/,https://www.facebook.com/footballmipt/, https://sun9-55.userapi.com/c636424/v636424766/10cd8/2aBmHu2w0d4.jpg?ava=1,,"Футбольный клуб ""Физтех""",,,
0,http://gk-twice.ru/shkola_tancev,,,,,,,,,,,
0,http://www.playmania.ru,,9-224 128 67 68,,,,,,playmania.ru - Данный веб-сайт выставлен на продажу! -&nbspplaymania Ресурсы и информация.,,,
0,http://opticlass.ru,,,,,,,,,,,
0,"http://stasya.ru,zadorognaya.ru,stasya.net",,,,,,,,,,,
0,http://boxmart.ru,,,,,,,,,,,
0,http://alexgyver.ru/,ads@alexgyver.ru,,https://vk.com/diyworkplace,,,https://i0.wp.com/alexgyver.ru/wp-content/uploads/2019/11/bf.jpg https://sun1-97.userapi.com/c844320/v844320327/44664/HjT0v10k68Y.jpg?ava=1,,,,Arduino и электроника - группа канала AlexGyver,
0,http://www.volleymsk.ru/ap/members.php?id=1601  http://www.volleymsk.ru/ap/members.php?id=1861,foto@volleymsk.ru,8 916 317 08 40,,,,,,Состав команды Московский банк Сбербанк (м) | Любительская Волейбольная Лига,,,
0,http://www.statehockey.ru,direct@statehockey.ru,+7 (903) 013-34-97,,,,,,Региональная Хоккейная Лига,,,
0,http://rg-kids.ru,rhythmica@mail.ru,+7 (985) 257-85-57,http://vk.com/rg_kids,http://instagram.com/plastic.and.gymnastic,https://www.facebook.com/groups/274238832697940/,"https://static.wixstatic.com/media/6d4f77_7d1305f4a98a467c96abcb832c97ee00.jpg/v1/fill/w_208,h_250,al_c,q_80,usm_0.66_1.00_0.01,blur_2/6d4f77_7d1305f4a98a467c96abcb832c97ee00.jpg https://sun1-16.userapi.com/5wtUpEeAjKdc5085jsTkqwQRILVbIoQSHtErPw/KcYXk5iPPvw.jpg?ava=1",,Секция художественной гимнастики для детей,,Академическая Б. ул. 38,
0,http://fcmos.pro,info@fcmos.pro,+7 (495) 409-71-79,http://vk.com/fcmos_pro,http://instagram.com/fcmos.pro,http://facebook.com/Детская-Футбольная-ШКОЛА-1232379906854732, https://sun9-61.userapi.com/c604831/v604831828/2d4cf/nR0seovFfVw.jpg?ava=1,,"ФК ""Москва"" — Детская футбольная школа при Московской федерации футбола. Футбольные тренировки для детей. Футбольная секция.",,"ФК ""Москва"" - детская футбольная школа",
0,http://ballethotel.ru,support@1gb.ru,,,,,,,,,,
0,http://supermaika.ru/?partner=97,sale@supermaika.ru,8 800 000-00-00,https://vk.com/club122963240,https://www.instagram.com/supmaika/,,http://supermaika.ru/upload/resize_cache/iblock/4f7/240_700_1/4f743095e6d3380cca7c6cb0fe5108ea.jpg https://sun9-56.userapi.com/c626326/v626326736/15401/pEpq_fojly4.jpg?ava=1,,"Интернет-магазин """"",,,
0,http://goo.gl/zhKguh,,,,,,,,,,,
0,http://yllsport.ru,info@l2russia.com,,,,,http://upload.rpg-club.com/upload_image/federation_191011_4/small/1.jpg,,HighFive lineage 2 bot 2017,,,
0,http://www.slavarugby.ru,,,,,,https://i.ytimg.com/vi/QF7qhBI1808/mqdefault.jpg,,Сайт финансистов,,,
0,http://www.hockey-video.ru/,,,,,,,,,,,
0,http://kali-silat.ru/,,,,,,,,"О школе «Центр развития Арнис, Кали, Силат и Джит Кун До» | Школа панантукан в Москве",,,
0,http://www.galladance.com/,hi@itech-group.ru,6971429 17 25,http://vk.com/club20195808,https://www.instagram.com/galladance/,http://www.facebook.com/pages/%D0%A2%D0%B0%D0%BD%D1%86%D0%B5%D0%B2%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D0%BA%D0%BB%D1%83%D0%B1%D1%8B-GallaDance/152330564788203?ref=ts&amp;fref=ts,https://www.galladance.com/upload/iblock/17d/17dc51c2c195270c4ef170fedeeb91b6.png https://sun1-22.userapi.com/tSak8JW-XIlIp-rLHKEGiYYn6g5CZe5Z9T39mg/_KB0EtplAks.jpg?ava=1,https://www.galladance.com/schedule/?city=rostov-na-donu,Школа танцев в Москве | Студия танцев - Танцевальные клубы,,"Краснопресненская набережная, 12",Улица 1905 года
0,http://chess-chertanovo.ru,chess1school@gmail.com,+7 926 525-19-47,https://vk.com/club150301776,,, https://sun9-3.userapi.com/c855416/v855416846/13f9cf/DSxuKLTDSMw.jpg?ava=1,,"Шахматный клуб ""Чертаново"" | Шахматы в Чертаново",,"м.Пражская, ул.Кировоградская, д.24/2",
0,http://www.dancehustle.ru/,,,https://vk.com/dynamicastudio,https://www.instagram.com/dynamica.moscow/,https://www.facebook.com/dynamicadance/, https://sun1-26.userapi.com/c855724/v855724302/27146/ZM8xCXV9AOo.jpg?ava=1,,Главная - Динамика,,"Волгоградский проспект, 32к8",Волгоградский проспект
0,http://миэм-вк.рф,,,,,,,,,,,
0,http://www.vocotruyen.vn  www.vo-vietnam.org,,,,,,,,,,,
0,http://emaximum.ru/school/children/,emaximum@list.ru,8 (916) 771-98-51,http://vk.com/club30747443,,http://www.facebook.com/DscMaximum, https://sun9-12.userapi.com/c630523/v630523972/cda0/wVS7cQD6RtI.jpg?ava=1,,"Танцы для детей от 3 лет - Москва, ТСЦ ""Максимум"" - emaximum2015",,,
0,http://stolenbase.ru,nikitos-0299@mail.ru,,http://vk.com/stolenbaseru,,http://facebook.com/stolenbaseru,http://stolenbase.ru/modules/mod_raxo_allmode_k2/tools/tb.php?src=%2Fmedia%2Fk2%2Fitems%2Fsrc%2F389bbdd6d6856af779e62f03f8fed572.jpg&w=246&h=150 https://sun9-54.userapi.com/c629224/v629224867/47b93/7TJcOABFq1s.jpg?ava=1,,Home,,,
0,http://www.feerie-show.ru,,,,,,,,,,,
0,http://www.rimnation.ru/,,,,,,,,,,,
0,http://www.todes.org/,,,,,,,,,,,
0,http://justdanceit.ru,,,,,,,,,,,
0,http://www.musicboxtv.ru,info@musicboxtv.ru,+7 (495) 276 29 49,https://vk.com/music.box.russia,https://www.instagram.com/musicboxrussia/,https://www.facebook.com/musicboxru.tv/,http://russianmusicbox.tv/wp-content/uploads/2020/05/694CE525-DF33-4AA1-B2E0-D129B91F8273-333x230.jpeg https://sun1-99.userapi.com/c854228/v854228198/1f07a0/xy7QrDHYJBw.jpg?ava=1,,Официальный сайт телеканала,,,
0,http://kfvideo.ru/,,,,,,,,,,,
0,http://www.orion-masters.ru/,,,,,,,,,,,
0,http://www.dynamo.ru/---- http://hcdinamo.org/----- www.dinamoriga.eu/ru,,,,,,,,,,,
0,http://www.zhar-ptitca.ru/,tct@zhar-ptitca.ru,8 (965) 376-45-99,http://vk.com/zhar_ptitca_moscow,http://instagram.com/zharptitca?ref=badge,http://www.facebook.com/groups/296602137037132/, ,http://zhar-ptitca.ru/studies/schedule/,"Театр-Студия танца ""Жар-Птица""Официальный сайт",,,
0,http://dokschitser.music.mos.ru/,dmshdokshicera@culture.mos.ru,+7 (499) 648-81-48,https://vk.com/dokschitser,,, https://sun9-15.userapi.com/c845221/v845221164/f7786/R74ZRE7sL1o.jpg?ava=1,https://dokschitser.music.mos.ru/education_activities/schedule/,ГБУДО г. Москвы «Детская музыкальная школа имени Т.А. Докшицера»: Главная,,Неманский проезд д.5 к.2,
0,http://www.ecocamp.ru/sections/50-rusdom.html,whereismycap@ecocamp.ru,8(495)542-39-01,,,,http://www.ecocamp.ru/uploads/posts/2017-10/thumbs/1506929319_01.jpg,,Обучение подводному плаванию в бассейнах Москвы,,,
0,http://artbaggage.printdirect.ru/,ymark-88x38@2.png,,,,,,,ShirtsBirds T-Shirts Футболки с принтом,,,
0,http://sportsmen.pro,,,,,,,,,,,
0,http://tsekh.ru/prep.php?id=50,,,,,,,,,,,
0,http://www.uznaipravdu.ru/forum/viewtopic.php?t=1501,,,,,,,,,,,
0,http://www.basket3000.ru/goods/advantage/index.htm,,,,,,,,,,,
0,http://ofp-profi.ru/,OFP.PROFI@mail.ru,+7(925)079-31-36,https://vk.com/club77868530,https://www.instagram.com/ofp_profi/,https://www.facebook.com/groups/665343266965999/,http://ofp-profi.ru/data/uploads/prog/2_zabeg.jpg https://sun9-9.userapi.com/c830408/v830408043/79469/XbGduzBhp_k.jpg?ava=1,,"OFP profi: беговой клуб, ОФП, ЛФК в Москве",,Ленинградский пр. 39 стр.1,
0,http://www.school-dance.ru,school-dance@mail.ru,8-916-970-76-91,https://vk.com/balletschoolharmony,https://www.instagram.com/balletschoolharmony/,https://www.facebook.com/balletschoolharmony,http://school-dance.ru/wp-content/plugins/all-in-one-seo-pack/images/default-user-image.png https://sun9-56.userapi.com/c857032/v857032076/156605/Z-0Y_InLWfs.jpg?ava=1,,"АНОДО Хореографическая школа ""Гармония""",,"ул. Профсоюзная, 96",
0,http://bmstu-rugby.ru/,,,,,,,,,,,
0,http://www.puanta.ru,ballet@puanta.ru,+7-966-343-06-73,https://vk.com/club159439272,,https://www.facebook.com/Puanta-1534370656677877/, https://sun9-35.userapi.com/c834400/v834400598/a7a1c/axuguRsElg0.jpg?ava=1,https://www.puanta.ru/schedule/,Занятия балетом в Москве | обучение балету и хореографии,,Костомаровский пер 3 стр 3,
0,http://www.mag-project.ru,,,,,,,,,,,
0,http://нету,,,,,,,,,,,
0,https://fctitanmoscow.ru,info@united-sport.ru,+7 (905) 536-51-36,https://vk.com/fctitanmoscow,https://www.instagram.com/fctitanmoscow/,,https://cdn.bitrix24.ru/b5885979/landing/058/05862ae214bea2e26b9159564ac6ad8f/fctitanmoscow.jpeg https://sun9-47.userapi.com/c206728/v206728819/7a92d/WHfyXUY66IU.jpg?ava=1,,ФК ТИТАН МОСКВА - Тренировки для детей от 3 лет. Пробное занятие - БЕСПЛАТНО!,,Футбольный клуб «Титан»(Москва),Марьино
0,http://www.kruginteres.ru/,kruginteresov@yandex.ru,+7 926 395 55 05,,,,,,Круг интересов,,,
0,http://oskar.3dn.ru/ http://betta.pscentr.ru/ http://uwr.ucoz.ru/,,,,,,,,,,,
0,http://jam-dance.ru/,jam-hustle@yandex.ru,8-916-163-18-23,,,,,http://jam-dance.ru/schedule/,,,,
0,http://mrsss.nagradion.ru/mini-football_28MSSI/mini-football_28mssi_man-1-league/?pg=2&ui=11372#sel-tabs-about,,,,,,,,,,,
0,http://travelinbox.wix.com/about,travelinmybox@gmail.com,,https://vk.com/travelboxes,https://instagram.com/travelinbox,https://www.facebook.com/travelboxes, https://sun9-25.userapi.com/c629215/v629215607/d07d/0DQAXuN2V7w.jpg?ava=1,,Travel Box,,,
0,http://www.SPORT.ru,top_eng_w@2.png,,,,https://www.facebook.com/sport.ru.news,https://www.sport.ru/appdata/previews/689/ai_29x16000_448432_head_0_jpg/head_0s150x100.jpg,https://www.sport.ru/gandbol/gandbol_chm-2019_jenschiny/The_calendar/,"Спорт: новости, трансляции, таблицы, интервью — мир спорта на Sport.ru",,,
0,http://www.malek.su,,,,,,,,,,,
0,http://sip-dinamo.ru; kubok-dinamo.ru,,,,,,,,,,,
0,http://lordfootball.ru,lordofsport@mail.ru,,https://lordfootball.ru/redirect?url=https://vk.com/lordforms,https://lordfootball.ru/redirect?url=https://www.instagram.com/sportlord_football,, https://sun9-64.userapi.com/c638725/v638725551/1d5b8/Y9X2LyaKgMw.jpg?ava=1,,Интернет-магазин футбольной формы и атрибутики,,"Большая Морская улица, 1",
0,http://www.sechenovphoenix.com/football,,,,,,,,,,,
0,http://sportbox.by,meplen2019.9.9@mail.ru,+7 (775) 183-85-47,,,,http://sportbox.by/wp-content/uploads/2010/07/1307643508_8d8193cd71_m.jpg,,Сайт о спорте | Спортбокс – спортивный сайт,,,
0,http://www.studio-piruet.ru,World@Mail.Ru,8 (910) 456 10 81,https://vk.com/club16257700,,, https://sun9-57.userapi.com/c5189/g16257700/d_3d94a327.jpg?ava=1,http://www.studio-piruet.ru/raspisanie,Балетная школа,,"Андропова пр-т, 22",Коломенская
0,http://кхл,,,,,,,,,,,
0,http://5.taktika.top/,,,,,,,,,,,
0,http://8-985-298-43-02(Антон),,,,,,,,,,,
0,http://www.balnye-tancy.ru,,,,,,,,,,,
0,http://box.house/,,,,,,,,,,,
0,http://www.muaythai-russia.ru,,,,,,,,,,,
0,https://footballshoes.ru,,,,,,,,,,,
0,http://fight-stars.ru,,,,,,,,,,,
0,http://mozart.music.mos.ru,mozart_00@mail.ru,8(495) 694-92-29,http://vk.com/id333044973,https://www.instagram.com/mozart_school/,https://www.facebook.com/%D0%94%D0%9C%D0%A8-%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8-%D0%92%D0%BE%D0%BB%D1%8C%D1%84%D0%B3%D0%B0%D0%BD%D0%B3%D0%B0-%D0%90%D0%BC%D0%B0%D0%B4%D0%B5%D1%8F-%D0%9C%D0%BE%D1%86%D0%B0%D1%80%D1%82%D0%B0-1237525439650244/, ,https://mozart.music.mos.ru/education_activities/schedule/,ГБУДО г. Москвы «Детская музыкальная школа имени Вольфганга Амадея Моцарта»: Главная,,,
0,http://www.atpworldtour.com,,,,,,,,,,,
0,http://nogodrom.com,,,,,,,,,,,
