,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://@samboleague,,,,,,,,,,,
0,http://s-70.ru,,,,,,,,,,,
0,http:Drawing hnoem and Jagua gel,,,,,,,,,,,
0,http://МгновенияСпорта.рф,napsport@yandex.ru,8 (800) 201-42-18,,,,http://xn--80adcjpuicgeknkr4q.xn--p1ai/uploads/jdi.png,,Мгновения-Спорта.РФ,,,
0,http://лфл.рф,,,,,,,,,,,
0,http://balashikha-gymnastics.ru/,,,,,,,,,,,
0,http://www.sportclubs.com.ua/articles/plavanie-polza-dlia-zdoroviya.html,,,,,,,,,,,
0,http://НМФЛ.РФ,info@joinsport.io,0 180 121 60 90,https://vk.com/nmfl_official,https://instagram.com/nmfl_official,https://facebook.com/NMFLofficial,https://st.joinsport.io/league/1000461/logo/5d0fce48df5d3_thumb.jpg https://sun1-89.userapi.com/adA5jVUd84eBGtQf1QakeYjc9EiD4PXd2hJuug/AoOAP4WKwso.jpg?ava=1,,НМФЛ Россия. Официальный сайт,https://ok.ru/nmfl.official,,
0,https://www.cvhm.ru,support@maps.yandex.ru,+7 (985) 786-74-66,https://vk.com/cvhm_ru,https://www.instagram.com/p/B3ktproA05r/,https://www.facebook.com/100036164856999, https://sun9-13.userapi.com/c857520/v857520438/e181e/3KWIZOh0Vpc.jpg?ava=1,,Главная | Центр Высшего Хоккейного Мастерства,,"г.Москва,  ул. 1-й Варшавский проезд,  д.1А строение 42",Варшавская
0,http://golos-zemli.com,info.goloszemli@gmail.com,,https://vk.com/golos_zemli,https://www.instagram.com/golos_zemli/,https://www.facebook.com/profile.php?id=100009107928779,"https://static.wixstatic.com/media/3d0b7d_6d57fce8271244ea989a2b09686e2711~mv2_d_2560_1707_s_2.jpg/v1/fill/w_658,h_439,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3d0b7d_6d57fce8271244ea989a2b09686e2711~mv2_d_2560_1707_s_2.jpg https://sun9-3.userapi.com/c206716/v206716822/ca76a/ouBbcMIXqaU.jpg?ava=1",https://www.golos-zemli.com/raspisanie-uroki-vokala,Уроки вокала в Москве Голос Земли Музыкальная школа нового поколения,https://ok.ru/golos.zemli,"ул.Старая Басманная, д.36/2",Бауманская
0,http://www.newizv.ru/society/2014-10-30/209786-nevidimyj-vrag.html,taranov@newizv.ru,+7 (495) 640-25-53,http://vk.com/newizvestya,,http://www.facebook.com/newizv,https://newizv.ru/attachments/b1e91b49b4830a54051119ddb2afa3ada61f89be/store/limit/700/393/95/1e33533c11ac133e47eea9f569e9f3f67b364873914502f88c94916b6eb2/20141029223748_2.jpg https://sun1-84.userapi.com/c844417/v844417721/182fd/9rw-SJsWR2I.jpg?ava=1,https://newizv.ru/news/society/23-04-2020/vlasti-ne-namereny-sderzhivat-tseny-na-produkty,Невидимый враг,https://ok.ru/newizv,,
0,http://filly.msk.ru/,Rating@Mail.ru,8-910-409-90-36,,,,,,Старый Друг,,,
0,http://www.sport.ru/,top_eng_w@2.png,,,,https://www.facebook.com/sport.ru.news,https://www.sport.ru/appdata/previews/77A/ai_29x16000_448436_head_0_jpg/head_0s150x100.jpg,https://www.sport.ru/football/evro-2020/The_calendar/,"Спорт: новости, трансляции, таблицы, интервью — мир спорта на Sport.ru",,,
0,http://www.SmileDance.ru/bigkush,positive@smiledance.ru,+7 (977) 444-87-65,https://vk.com/dancesmile,https://www.instagram.com/smiledance/,,"https://static.wixstatic.com/media/97cf6f_8528f682796d4b6cb85be12ebb625c25%7Emv2_d_2420_1278_s_2.png/v1/fit/w_2500,h_1330,al_c/97cf6f_8528f682796d4b6cb85be12ebb625c25%7Emv2_d_2420_1278_s_2.png https://sun9-37.userapi.com/c855724/v855724637/151ea3/4dECI2tlVVA.jpg?ava=1",https://www.smiledance.ru/raspisanie,Большой КУШ,,"Новодмитровская 5а, стр2",Дмитровская
0,http://dream-dance-mir.ru/,,,,,,,,,,,
0,http://www.kolodarnitca.com,smaruty@gmail.com,8 903 519 12 93,,,,,,~ Мама Купала,,,
0,http://www.baletbg.ru/,,,,,,,,,,,
0,http://blackinkdesign.ru,,,,,,,,,,,
0,http://www.yafootball.ru,facebook-30@2x.png,+7 (499) 390 92 98,https://vk.com/album-114273085_249919241,https://www.instagram.com/yafootball.ru/,https://www.facebook.com/groups/yafootball2015,"https://static.wixstatic.com/media/9b0cf5_48ca2f7a58214a019f739b283b458895.jpg/v1/fit/w_2500,h_1330,al_c/9b0cf5_48ca2f7a58214a019f739b283b458895.jpg ",,Школа футбола Москва Я-футбол,,,
0,http://krossovki.net/,webmaster@krossovki.net,,http://vk.com/public38878391,http://instagram.com/krossovkinet,https://www.facebook.com/groups/krossovkinet/, ,,"Баскетбольные кроссовки nike (найк), adidas (адидас), puma (пума), reebok (рибок), другие кроссовки, спортивная обувь - Кроссовки.net",,,
0,https://nbaform.ru,manager@nbaform.ru,+7 (495) 196-71-67,https://vk.com/nbaform,https://www.instagram.com/nbaform.ru/,,https://nbaform.ru/wa-data/public/blog/skimage/50/featured_image.png https://sun9-24.userapi.com/c856032/v856032460/3e50/HT887dZomew.jpg?ava=1,,интернет магазин баскетбольной формы,," г. Люберцы, рп. Томилино, мкр. Птицефабрика, к.18",
0,https://surprizbox.ru/,mailbox@artlebedev.ru,8 800 555-88-56,https://vk.com/surprizbox,https://www.instagram.com/p/Bchv50WgO7l/,https://www.facebook.com/surprizboxru/,https://surprizbox.ru/img/maxbox-korob1.png https://sun1-28.userapi.com/c853620/v853620851/226b7c/xU4h8NWh3EE.jpg?ava=1,,Подарок на день рождения и любой праздник — Сюрприз-бокс,,Транспортный проезд дом 9,
0,http://www.rollerhockey.ru,rollerhockey@mail.ru,+7(926) 611-67-70,http://vk.com/rollerhockey_ru,https://www.instagram.com/rollerhockey_ru/,http://www.facebook.com/inlinehockeyrussia,http://www.rollerhockey.ru/images/stories/y_a0379cc9.jpg https://sun9-13.userapi.com/c856124/v856124881/47126/SzEac5ANkiQ.jpg?ava=1,,Хоккей на роликах в России,,,
0,http://centrhockey.ru,,,,,,,,,,,
0,http://i-basket.ru,i-basket2014@yandex.ru,+7(926)688-60-69,,,,,,"Детская баскетбольная школа IBASKET, секция баскетбола для детей, тренировки и занятия в Москве",,,
0,http://www.russianballet.ru/rus/info.htm,mail@russianballet.ru,8-495- 680-90-88,,,,,,Журнал Балет - Все о журнале,,,
0,http://hustlecafe.com,,,,,,,,,,,
0,"http://. Сайт планирую делать комплексный, в котором мы будем организовывать мероприятия и многое другое!",,,,,,,,,,,
0,http://marhi.ru,id@markhi.ru,+7(999)999-99-99,,,,,,МАРХИ - Московский архитектурный институт (Государственная академия),,,
0,http://katakomba-shop.ru (реконструкция),,,,,,,,,,,
0,http://www.bckhimki.ru,korshkov@bckhimki.com,8 (800) 500-55-46,https://vk.com/khimkibasket,http://instagram.com/khimkibasket,https://www.facebook.com/khimkibasket/,https://bckhimki.com/i/v7/logo400.png https://sun1-47.userapi.com/FsyJxzdr9uBMxF4fT-MCHG-fcmDuFymSkII5lg/y2WuYfRPdNE.jpg?ava=1,https://bckhimki.com/season/calendar/,БК «Химки» Московская область,,"Химки, улица Кирова, владение 27",
0,http://www.sportmsu.ru,mail@sportmsu.ru,8 (495) 939-30-70,https://vk.com/sportmsu,,,"https://static.wixstatic.com/media/acf100_8c167c89eca04697b0727512790e869a~mv2.png/v1/crop/x_7,y_0,w_314,h_126/fill/w_154,h_62,al_c,usm_0.66_1.00_0.01,blur_2/acf100_8c167c89eca04697b0727512790e869a~mv2.png https://sun1-91.userapi.com/c840727/v840727951/68e3d/PiGNI4l4EwU.jpg?ava=1",,Спорт и физическая культура в МГУ,,"Ломоносовский пр., 27, к.4",
0,http://www.BingoStore.ru,,,,,,,,,,,
0,http://fruitinbox.ru,,,,,,,,,,,
