,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://hc-unicom.ucoz.ru/,pochta@domimen.ru,,,,,,,"ХК ""Юником-Карго"" - Главная страница",,,
0,http://www.lubimenya.com,,,,,,,,,,,
0,http://www.magazin-futbolok.su,info@magazin-futbolok.su,+7(499)394-24-72,https://vk.com/magazin_futbolok_su,https://instagram.com/magazin_futbolok/,https://facebook.com/magazin.futbolok.su,https://www.magazin-futbolok.su/modules/mod_vina_camera_image_slider/samples/AC-DC-D-124.jpg https://sun9-58.userapi.com/c633518/v633518237/2bf98/UIhBJfYzdbY.jpg?ava=1,,с доставкой по России,,"Халтуринская улица, 18",
0,http://www.berrybox.ru,info@reg.ru,8-800-555-34-78,,,,,,,,,
0,http://Best-futbolka.ru,,,,,,,,,,,
0,http://football-galaxy.com/basket.html,,,,,,,,,,,
0,http://profimoscow.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,+7 (499) 113-32-44,https://vk.com/profimoscow,https://www.instagram.com/clubprofi/,,"https://static.wixstatic.com/media/4724eb_6aa61c5ecbf449ab8afe8b88724d1366~mv2.png/v1/fill/w_67,h_72,al_c,usm_0.66_1.00_0.01,blur_3/%D0%BC%D1%8F%D1%871%C2%A0%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F_edited.png https://sun9-41.userapi.com/c850216/v850216984/43f41/yKRxJDEL5Gk.jpg?ava=1",,Детский Футбольный Клуб PROFI / ДФК PROFI / м. Румянцево,,"Киевское шоссе, 22-й километр, д.4, корпус Е, вход № 12, 1 этаж",Румянцево
0,http://WWW.NHL.RU,top_eng_w@2.png,,,,,,,территория НХЛ,,,
0,https://boxproject.ru/,info@boxproject.ru,+7 (916) 373-79-37,,https://www.instagram.com/boxproject.ru/?hl=ru,,,,Видеостудия полного цикла в Москве | BoxProject,,,
0,http://venomgym.ru,,,,,,,,,,,
0,http://zvezdybaleta.ru/,,,,,,,,,,,
0,http://www.NHL.ru http://www.nhl.com/,,,,,,,,,,,
0,http://magic-boxs.com,,,,,,,,,,,
0,http://www.cskabasket.com,shepa@cskabasket.com,8 383 209-00-19,https://vk.com/cskabasket,https://instagram.com/cskabasket,https://www.facebook.com/cskabasket,https://cskabasket.com:443/images/photos/82/photos/1586166057.jpg https://sun1-94.userapi.com/YVvs9X1fQhr60T06z93lV5QyhcbkF5HoutVcEw/S7ZphHKnY5U.jpg?ava=1,https://cskabasket.com:443/schedule/,Официальный сайт клуба | ПБК ЦСКА,https://ok.ru/cskabasket,"Ленинградский проспект, 39 с3",ЦСКА (линия 8А)
0,"http://www.khl.ru/,http://www.championat.ru/, http://allhockey.ru/",,,,,,,,,,,
0,http://www.mirbox.web-box.ru,,,,,,,,,,,
0,http://Konzeptual.ru / www.Концептуал.рф,,,,,,,,,,,
0,http://futbolka-go.ru,,,,,,http://futbolka-go.ru/public/wheel/img/rim.png,,"Футболки,толстовки,худи купить в интернет магазине в Москве - Futbolka-Go",,,
0,https://teleg.run/joinchat/AAAAAFTeL22b0U_0JKhbWg,,,,,,,,Переадресация Telegram,,,
0,http://www.sovsport.ru,hr@sovsport.ru,+7 (900) 459-35-95,,https://www.instagram.com/sovsportru/,https://www.facebook.com/sovsport,,,"новости футбол, хоккей, биатлон и другие виды спорта",,,
0,http://www.artdanceclub.ru,,+7 495 994-46-01,,,,,,Блокировка сервера,,,
0,https://foootballl.online,img_lbaquero_20190630-092614_imagenes_md_otras_fuentes_tamara_gorro_65800888_124495805459338_6097244313873211077_n-kU0G-U463185279852JlG-980x554@MundoDeportivo-Web.jpg,,https://vk.com/foootballl.online,,,https://footballhub.com.ua/footballhub-static/2020/05/GettyImages-1203535311-1024x683.jpg https://sun1-25.userapi.com/vuZXcZCU1iy5I0CKj7wFTIYNZtxT1GrQko-coA/vF7XYJAb2QQ.jpg?ava=1,,Football.Online,,,
0,http://скоро_будет_и_очень_красиво,,,,,,,,,,,
0,http:/www.footgoods.ru,,,,,,,,,,,
0,http://www.zakkary.ru,,,,,,,,,,,
0,http://hhh@hockey,,,,,,,,,,,
0,http://footballbox.ru,info@footballbox.ru,+7 (925) 190 84 50,,,,,http://footballbox.ru/chempionat-mira-2018/raspisanie-tovarischeskich-matchey-sbornoy-rossii-k-chm-2018,"Футбол, новости футбола России и Европы",,,
0,http://www.kardeshlek.ru,,,,,,,,,,,
