,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://www.kseniajdanova.com,,,,,,,,,,,
0,http://psyhomasters.ru/,,,,,,,,,,,
0,http://www.stanislavskymusic.ru/,,,,,,,,,,,
0,http://alekseev.music.mos.ru/,dmshalekseeva@culture.mos.ru,8(495) 915-31-51,https://vk.com/alekseevmusicschool,https://www.instagram.com/alexeev_musicschool/,https://www.facebook.com/alekseevmusicschool/,https://alekseev.music.mos.ru/upload/iblock/b84/kirkorov_1.jpeg https://sun9-32.userapi.com/c850536/v850536315/6a11/2oaKGIgdOwg.jpg?ava=1,https://alekseev.music.mos.ru/education_activities/schedule/,ГБУДО г. Москвы «Детская музыкальная школа имени Н.А. Алексеева»: Главная,,,
0,http://ИНФОРМАЦИОННЫЙ ПОРТАЛ О БАСКЕТБОЛЕ,,,,,,,,,,,
0,http://chess.afly.ru,World@Mail.Ru,,,,,http://chess.afly.ru/i/flash-chess-3.jpg,,"Шахматы онлайн без регистрации бесплатно, шахматы играть с компьютером, скачать шахматы chess, игры шахматы, интернет шахматы играть в шахматы с компьютером, электронные шахматы online, chess online, игра chess games, шахматные игры, игра в шахматы, флеш игры бесплатные шахматы детям, программа шахматы, играть шахматы онлайн, поиграть в шахматы, сетевые шахматы flash игры, компьютерные шахматы, детские шахматы сайт про шахматы пк, лучшие шахматы флеш игра, мини шахматы сыграть, компьютерная игра шахматы pc, шахматный сайт, шахматные программы",,,
0,http://sox-box.ru,,,,,,,,,,,
0,http://www.sambo-profi.com/school,,,,,,,,,,,
0,https://bit.ly/2VqWXlH,contact@printio.ru,+7 (495) 212-91-33,https://vk.com/printio,https://www.instagram.com/printio/,https://www.facebook.com/printio,https://s3-eu-west-1.amazonaws.com/printio/assets/front_banners/images/000/000/018/original/353%D1%85511.jpg?1558947847 https://sun1-98.userapi.com/c840420/v840420134/39660/W87f4o4EsH4.jpg?ava=1,https://printio.ru/products/calendars,"Принт на заказ - печать на одежде в Москве, срочная печать на футболках в",,улица Таганская 25/27,Таганская (линия 5)
0,http://jam-dance.ru,jam-hustle@yandex.ru,8(903) 199-30-36,,,,,http://jam-dance.ru/schedule/,,,,
0,http://www.discofoxworld.ru,,,,,,,,,,,
0,"http://park-gorkogo.com, pioner-cinema.ru",,,,,,,,,,,
0,http://www.chess-palace.ru,,,,,,,,,,,
0,http://www.fksr.ru,press@fksr.ru,8 (800) 511-37-28,https://vk.com/fksrussia,https://www.instagram.com/equimoon/?hl=ru,https://www.facebook.com/fksrussia/,http://www.fksr.ru/images/news/tumb-den_pobedy.png https://sun1-14.userapi.com/c857020/v857020820/164e33/sKRV6BwdO68.jpg?ava=1,http://www.fksr.ru/index.php?page=calendar&date=2020-05-18,,,Лужнецкая набережная 8,Воробьёвы горы
0,http://RBS-theatre.com,RBS-theatre@ya.ru,+7 903 139 88 68,https://vk.com/rbs_theatre,,https://www.facebook.com/WixRussian, https://sun9-70.userapi.com/c636516/v636516047/1f33a/UYoGeJZ9y5c.jpg?ava=1,,Russian Ballet Seasons Theatre - театр балета Русские балетные сезоны,,Спартаковская пл. д. 9/1а,
0,http://www.insomnia-show.ru,,,,,,,,,,,
0,https://www.nashaigra.ru/,info@nashaigra.ru,8 800 500-63-38,https://vk.com/nashaigramoscow,https://www.instagram.com/nasha_igra/,https://www.facebook.com/nashaigra.ru/,https://www.nashaigra.ru/upload/iblock/cc5/cc5c2b4d469cb9c102a252f5b407ca44.jpeg https://sun1-99.userapi.com/ALlH73Pal6FtWlDBSiif8ffV-yw1HbFWGkp9mg/SzoA7vzPou0.jpg?ava=1,https://www.nashaigra.ru/programma-loyalnosti/spetstseny/,Хоккейная экипировка с доставкой в интернет магазине Наша Игра,,"ул. Мневники, 10 корпус 1, Москва, Россия, 123308",Хорошёво (МЦК)
0,http://boxer112.forum2x2.ru,kaminoff@mail.ru,+7-906-785-15-85,,,,https://2img.net/i/fa/empty.gif,,Boxer112,,,
0,https://ask.fm/overheardcska,copyright@ask.fm,,https://vk.com/askfm,https://instagram.com/askfm,https://www.facebook.com/askfmpage, https://sun1-23.userapi.com/c850024/v850024705/d7d75/VCPYmU81I30.jpg?ava=1,,Послушано Цска (@overheardcska). Ask me anything on,,,
0,http://даривсем.рф,,,,,,http://xn--80aeegn0ayk.xn--p1ai/images/Standart_box.png,,"ДариВсем BOX - Оригинальный подарок в стильной упаковке! Sweet Box | Идеально на 8 марта, на день рождения, на любой случай",,,
0,http://проф-бокс.рф,reception@rusboxing.ru,+7 (495) 133 17 06,https://vk.com/mosbox,https://www.instagram.com/boxing_people/,https://www.facebook.com/profile.php?id=100012383079995, https://sun9-37.userapi.com/c855036/v855036440/2954b/8s20zRuCQgc.jpg?ava=1,,Бокс в Москве: Занятия боксом для взрослых и детей в Московской школе бокса,,"5-й Новоподмосковный переулок, 6",Войковская
0,http://www.hustle-center.ru/,,,,,,,,,,,
0,http://asicsshop.tk,,,,,,,,,,,
0,http://ivara.ru/prepodavateli-s/129-ekaterina-egorova-2,dance@ivara.ru,+7(495)150-07-44,https://vk.com/ivara,https://www.instagram.com/ivara.studio/,https://www.facebook.com/IvaraStudio/,https://ivara.ru/images/prepodavateli/katyae.jpg https://sun1-15.userapi.com/c841123/v841123551/1fe66/piViJR43d6o.jpg?ava=1,https://ivara.ru/zayavka-na-kursy?view=form&tmpl=schedule,Екатерина Егорова,,"Нижняя Сыромятническая улица, 11с65",Курская (линия 5)
0,http://vhokkee.com,info@vhokkee.com,,,,,,,вхОккее,,,
0,http://www.rpu-dance.ru,,,,,,,,,,,
0,http://www.scvympel.ru/  http://www.mfight.ru/,,,,,,,,,,,
0,http://www.likasta.show,,,,,,,,,,,
0,http://ldfl.ru/,ldfl-press@mail.ru,+7 (391) 227-82-50,https://vk.com/ldfl2016,https://www.instagram.com/ldfl.ru/,https://www.facebook.com/ldfl.ru/,http://ldfl.ru/wp-content/uploads/2020/04/ФОН-копия-800x445.jpg https://sun9-43.userapi.com/c626921/v626921636/2c5f8/GArQ_lQDNiQ.jpg?ava=1,,,,,
0,http://pfs-champion.ru,,+7 (968) 763-83-37,,https://www.instagram.com/pfs_sportsagency/,,,,Баскетбольный онлайн-курс Френка Холловэя,,,
0,http://www.urokirisovaniya.ru/,estet-art@bk.ru,8 (499) 391-75-22,,,,,,"Уроки рисования для взрослых, курсы для начинающих. Художественная школа в Москве.",,,
0,http://www.khl.ru         www.mhl.khl.ru,,,,,,,,,,,
0,http://www.sambo.ru,sambo@sambo.ru,8(495)725-46-83,https://vk.com/sambo_federation,https://www.instagram.com/sambo.federation/,https://www.facebook.com/sambo.federation/, https://sun9-72.userapi.com/c858216/v858216003/1a97b5/n1vlmSuqUus.jpg?ava=1,,Всероссийская федерация самбо,,"Лужнецкая наб., 8",
0,http://www.taktika.in,info@taktika.in,,,,,,,Главная,,,
0,http://butovo-boxing.ru/                   http://butovo-fitness.ru/,,,,,,,,,,,
0,http://забейтеи танцуйте,,,,,,,,,,,
0,http://www.fcball.ru,info@fcball.ru,+7 (495) 181-21-15,https://vk.com/fc_ball,https://www.instagram.com/school.fcball,https://www.facebook.com/Footballclubball,http://fcball.ru/images/logo-2.png https://sun9-49.userapi.com/c850628/v850628952/1a42a8/sSCxNXiPQSc.jpg?ava=1,,"Футбольный клуб ""Мяч""",,Ратная 14А,Бульвар Дмитрия Донского
0,http://archeryring.ru/,,,,,,,,,,,
0,http://jtapia.vstu.edu.ru/forum/,,,,,,,,,,,
0,http://www.nashavtoprom-shop.com,,,,,,,,,,,
