,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://nilina-auto.ru/,nilina-auto@yandex.ru,+7 495 120 01 45,https://vk.com/nilinamsk,https://www.instagram.com/razborka92/,, https://sun9-8.userapi.com/c855532/v855532325/b78d7/EgYs6P3X9CQ.jpg?ava=1,,Главная,,ленинградское шоссе 63 стр6,Беломорская
0,http://rus.box.kongrem.ru,,6-148 145-19-19,,,,,,kongrem.ru - Данный веб-сайт выставлен на продажу! -&nbspkongrem Ресурсы и информация.,,,
0,http://kc-hockey.ru/,kc-hockey@yandex.ru,+7 (495) 908-60-04,https://vk.com/kchockey,https://www.instagram.com/kc_hockey_/,, https://sun9-55.userapi.com/c837331/v837331700/510e6/keicXfAkHog.jpg?ava=1,https://kc-hockey.ru/raspisanie/?active_tab=item3,Профессиональная школа хоккея в Москве,,"Школа хоккейного мастерства ""Крылья Столицы""",
0,http://Dancesport.ru,ftspro@mail.ru,+7 926 521-99-33,https://vk.com/dancesport_ru,http://instagram.com/dancesport.ru,, https://sun1-47.userapi.com/c638227/v638227174/247b6/qRPUzt20kzE.jpg?ava=1,,"/ танцевальный спорт, бальные танцы",,,
0,http://borbazaprava.ru,,,,,,,,,,,
0,http://quest-in-box.ru,info@reg.ru,+7 (495) 514-05-73,,,,,,,,,
0,"http://www.MBL.su, www.moscow-basket.ru",,,,,,,,,,,
0,http://www.bsambo.ru www.mixfight.ru,,,,,,,,,,,
0,http://babolat.ru,babolat@babolat.ru,+7(916)-259-44-55,https://vk.com/babolat_russia,https://www.instagram.com/nevatennis/,https://www.facebook.com/BabolatRU, https://sun9-27.userapi.com/c638219/v638219046/3c8a9/jLCtaOvuJgI.jpg?ava=1,,Теннис,,Ходынский бульвар 19,ЦСКА (линия 8А)
0,http://sani-1.wixsite.com/irboks,sani-1@yandex.ru,,,,https://www.facebook.com/WixRussian,,,Питомник боксеров | Moscow Oblast | Irboks,,,
0,https://teleg.run/Lupusvitae,,,,,,,,Переадресация Telegram,,,
0,http://www.mucover.ru,,,,,,,,,,,
0,http://tv-fan.com,,,,,,,,,,,
